ACCESSION: CCMSLIB00000079805
RECORD_TITLE: decoy
DATE: 2015.11.20
AUTHORS: Administrator
LICENSE: CC BY-SA
CH$NAME: decoy
CH$COMPOUND_CLASS: Natural Product
CH$FORMULA: C26H28O14
CH$EXACT_MASS: 564.147905576
CH$SMILES: N/A
CH$IUPAC: decoy
CH$LINK: N/A
AC$INSTRUMENT: decoy
AC$INSTRUMENT_TYPE: decoy
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 10 V
MS$FOCUSED_ION: PRECURSOR_M/Z 565
MS$FOCUSED_ION: PRECURSOR_TYPE [M+H]+
PK$NUM_PEAK: 754
PK$PEAK: m/z int. rel.int.
  46.852474 240.0 1
  46.970886 140.0 1
  47.397575 96.0 1
  47.722702 152.0 1
  48.961189000000005 228.0 1
  49.235455 144.0 1
  49.460426 172.0 1
  50.208298 116.0 1
  50.690598 176.0 1
  50.701256 168.0 1
  50.906906 212.0 1
  52.004482 176.0 1
  52.440388 132.0 1
  53.355885 156.0 1
  53.480309 148.0 1
  53.55518 180.0 1
  53.794819000000004 156.0 1
  53.934391 204.0 1
  53.994335 56.0 0
  54.287247 152.0 1
  54.456383 60.0 0
  54.495110000000004 168.0 1
  54.802910000000004 164.0 1
  56.850018 188.0 1
  57.504772 172.0 1
  57.655148000000004 184.0 1
  57.884392 172.0 1
  58.066936 14.22778 0
  58.101582 152.0 1
  58.751766 216.0 1
  59.308178 104.0 1
  59.340755 132.0 1
  59.888130000000004 176.0 1
  60.220539 112.0 1
  60.252769 124.0 1
  60.404942 128.0 1
  60.649952 176.0 1
  60.71249 184.0 1
  61.120579 144.0 1
  62.202358000000004 120.0 1
  63.361225000000005 148.0 1
  63.537849 248.0 1
  64.400818 164.0 1
  64.677049 148.0 1
  64.696342 176.0 1
  65.49239299999999 152.0 1
  65.535713 232.0 1
  65.877861 180.0 1
  66.761635 200.0 1
  67.01650199999999 168.0 1
  67.19854 164.0 1
  67.497475 144.0 1
  67.670525 124.0 1
  67.955299 64.0 0
  68.46354699999999 176.0 1
  69.62036099999999 360.0 2
  69.882103 140.0 1
  69.987206 196.0 1
  70.03961899999999 152.0 1
  70.87838699999999 144.0 1
  71.62400099999999 120.0 1
  71.77783199999999 240.0 1
  72.624084 132.0 1
  72.68202199999999 240.0 1
  72.730232 100.0 1
  73.282051 152.0 1
  73.29227399999999 212.0 1
  73.52435299999999 204.0 1
  73.544418 228.0 1
  73.853836 228.0 1
  74.258675 44.0 0
  74.493614 152.0 1
  74.542435 152.0 1
  75.56882499999999 152.0 1
  75.620728 160.0 1
  75.634644 96.0 1
  75.835381 192.0 1
  76.506554 368.0 2
  76.869812 168.0 1
  76.96675099999999 124.0 1
  77.040329 160.0 1
  77.86026799999999 172.0 1
  79.287064 212.0 1
  79.29345699999999 208.0 1
  79.741745 172.0 1
  80.387642 136.0 1
  80.660271 108.0 1
  81.046455 140.0 1
  81.95650499999999 188.0 1
  82.437477 160.0 1
  82.76100199999999 176.0 1
  83.721527 140.0 1
  84.555405 140.0 1
  84.560265 120.0 1
  85.115265 188.0 1
  85.26115399999999 196.0 1
  85.69307699999999 152.0 1
  86.265114 156.0 1
  86.94998199999999 180.0 1
  87.97344199999999 156.0 1
  88.115044 192.0 1
  88.129555 188.0 1
  88.199455 204.0 1
  88.67349999999999 260.0 1
  89.147781 72.0 0
  89.962166 152.0 1
  89.96891 140.0 1
  91.09730499999999 200.0 1
  92.63499499999999 160.0 1
  92.99627699999999 168.0 1
  93.393211 152.0 1
  93.912521 160.0 1
  95.34426099999999 144.0 1
  95.769753 180.0 1
  96.24243899999999 148.0 1
  96.282303 144.0 1
  96.497948 156.0 1
  96.513565 268.0 1
  96.55130799999999 28.0 0
  97.04270199999999 152.0 1
  97.116249 112.0 1
  97.19266499999999 176.0 1
  97.28469799999999 176.0 1
  97.573196 176.0 1
  98.443581 144.0 1
  98.79527999999999 56.0 0
  98.898354 168.0 1
  99.09091199999999 0.0 0
  100.41001899999999 204.0 1
  100.505997 296.0 2
  100.523651 244.0 1
  100.734619 228.0 1
  101.30800599999999 228.0 1
  102.041405 140.0 1
  102.05371099999999 202.116898 1
  102.11569999999999 124.0 1
  102.391815 52.0 0
  102.651382 240.0 1
  103.178421 136.0 1
  103.51486999999999 192.0 1
  104.014511 180.0 1
  104.534019 228.0 1
  104.80130799999999 136.0 1
  105.030182 180.0 1
  105.044563 25.70833 0
  105.06972499999999 404.0 2
  105.26847799999999 29.82221 0
