ACCESSION: CCMSLIB00000078180
RECORD_TITLE: decoy
DATE: 2015.11.20
AUTHORS: Administrator
LICENSE: CC BY-SA
CH$NAME: decoy
CH$COMPOUND_CLASS: Natural Product
CH$FORMULA: C45H54N4O8
CH$EXACT_MASS: 778.394164688
CH$SMILES: N/A
CH$IUPAC: decoy
CH$LINK: N/A
AC$INSTRUMENT: decoy
AC$INSTRUMENT_TYPE: decoy
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 10 V
MS$FOCUSED_ION: PRECURSOR_M/Z 779
MS$FOCUSED_ION: PRECURSOR_TYPE [M+H]+
PK$NUM_PEAK: 647
PK$PEAK: m/z int. rel.int.
  45.224125 136.0 0
  45.460922000000004 384.0 0
  45.465302 240.0 0
  45.882633 288.0 0
  45.940739 96.0 0
  46.083420000000004 144.0 0
  46.64185 320.0 0
  46.768398000000005 168.0 0
  46.813206 196.0 0
  46.850494000000005 60.0 0
  47.329494000000004 156.0 0
  47.633148 160.0 0
  48.193901000000004 136.0 0
  48.332687 164.0 0
  48.391254 156.0 0
  48.702290000000005 152.0 0
  48.738705 164.0 0
  49.295719 144.0 0
  49.670261 184.0 0
  50.077645000000004 152.0 0
  50.100693 152.0 0
  50.264194 132.0 0
  50.757233 184.0 0
  51.209423 204.0 0
  51.350655 144.0 0
  52.168724000000005 140.0 0
  54.490139 268.0 0
  54.501469 124.0 0
  54.960190000000004 160.0 0
  55.363174 196.0 0
  56.288116 216.0 0
  57.044422000000004 200.0 0
  58.157333 180.0 0
  58.613243000000004 160.0 0
  59.29213 116.0 0
  61.147312 236.0 0
  61.225015 176.0 0
  61.349751000000005 140.0 0
  62.096645 120.0 0
  62.116745 184.0 0
  62.338394 188.0 0
  62.539177 192.0 0
  63.295174 144.0 0
  63.54253 120.0 0
  65.947105 152.0 0
  66.227661 192.0 0
  66.57082399999999 164.0 0
  67.52242299999999 164.0 0
  68.985748 116.0 0
  69.033783 2762.389893 1
  69.53572799999999 176.0 0
  69.583282 148.0 0
  69.607445 156.0 0
  69.963112 268.0 0
  70.111176 164.0 0
  70.18302899999999 160.0 0
  70.485146 168.0 0
  70.81818399999999 0.0 0
  71.807755 228.0 0
  72.23733499999999 196.0 0
  72.487854 156.0 0
  72.547012 140.0 0
  72.93521199999999 168.0 0
  73.33506 120.0 0
  74.821449 124.0 0
  74.876762 111.0 0
  75.15864599999999 156.0 0
  75.42742899999999 212.0 0
  75.50097699999999 120.0 0
  76.503586 140.0 0
  78.07665999999999 160.0 0
  78.285973 156.0 0
  79.30734299999999 88.0 0
  82.24891699999999 228.0 0
  82.30744999999999 52.0 0
  82.531487 140.0 0
  85.51748699999999 228.0 0
  86.024704 116.0 0
  86.066475 252.0 0
  86.375588 140.0 0
  88.44889099999999 200.0 0
  88.721565 124.0 0
  89.745285 160.0 0
  90.09655 92.0 0
  90.160461 180.0 0
  90.608589 204.0 0
  91.98786199999999 156.0 0
  92.060211 132.0 0
  92.40523499999999 188.0 0
  92.69348099999999 96.0 0
  92.698624 176.0 0
  92.86412 64.0 0
  93.125992 208.0 0
  95.050827 184.0 0
  95.973953 144.0 0
  96.087578 116.0 0
  96.09022499999999 192.0 0
  96.10696399999999 132.0 0
  96.109489 184.0 0
  96.13615399999999 108.0 0
  96.928505 176.0 0
  97.16227699999999 204.0 0
  97.216736 172.0 0
  97.700119 52.0 0
  97.783012 156.0 0
  98.53475999999999 208.0 0
  98.958687 160.0 0
  99.09209399999999 172.0 0
  99.47320599999999 160.0 0
  99.49028799999999 148.0 0
  99.51226 84.0 0
  99.607323 204.0 0
  100.289963 144.0 0
  100.57300599999999 212.0 0
  100.757324 168.0 0
  100.86026 108.0 0
  101.24053199999999 152.0 0
  101.291191 172.0 0
  101.765205 240.0 0
  102.055161 14103.530273 6
  102.098793 240.0 0
  102.835594 2.220455 0
  103.054665 1584.0 1
  103.07965899999999 160.0 0
  103.098 133196.0 58
  103.129632 552.0 0
  103.355988 168.0 0
  103.54633299999999 168.0 0
  103.75554699999999 168.0 0
  104.20245399999999 228.0 0
  104.26091799999999 76.0 0
  104.51090199999999 152.0 0
  104.578682 136.0 0
  105.03375199999999 2940.0 1
  105.153763 272.0 0
  105.24810799999999 204.0 0
  105.716095 124.0 0
  106.164856 180.0 0
  106.58500699999999 148.0 0
  106.59185799999999 120.0 0
  107.049438 148.0 0
  107.10425599999999 184.0 0
  107.27081299999999 76.0 0
  107.957405 240.0 0
  108.044083 36.0 0
  108.05529 48.666672 0
