ACCESSION: CCMSLIB00000079590
RECORD_TITLE: decoy
DATE: 2015.11.20
AUTHORS: Administrator
LICENSE: CC BY-SA
CH$NAME: decoy
CH$COMPOUND_CLASS: Natural Product
CH$FORMULA: C15H18O6
CH$EXACT_MASS: 294.110338296
CH$SMILES: N/A
CH$IUPAC: decoy
CH$LINK: N/A
AC$INSTRUMENT: decoy
AC$INSTRUMENT_TYPE: decoy
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 10 V
MS$FOCUSED_ION: PRECURSOR_M/Z 295
MS$FOCUSED_ION: PRECURSOR_TYPE [M+H]+
PK$NUM_PEAK: 173
PK$PEAK: m/z int. rel.int.
  45.355194000000004 140.0 0
  45.486927 88.0 0
  45.689129 144.0 0
  45.739483 224.0 0
  46.525238 192.0 0
  46.727116 184.0 0
  48.921909 164.0 0
  49.149139 68.0 0
  49.414784000000004 168.0 0
  55.593754000000004 216.0 0
  56.263145 176.0 0
  56.715488 172.0 0
  56.798706 88.0 0
  57.349007 152.0 0
  60.804943 148.0 0
  61.913631 212.0 0
  71.387909 56.0 0
  78.838051 220.0 0
  78.945602 180.0 0
  80.21213499999999 172.0 0
  80.51643399999999 72.0 0
  81.144455 184.0 0
  82.366158 156.0 0
  84.585144 196.0 0
  85.04774499999999 236.0 0
  85.89974199999999 232.0 0
  93.069893 6264.0 13
  95.088601 3256.0 7
  97.179581 60.0 0
  99.11138899999999 68.0 0
  100.154938 48.0 0
  101.02538299999999 392.0 1
  102.013145 168.0 0
  103.55635099999999 172.0 0
  103.760246 64.0 0
  104.502815 6.347222 0
  105.070274 228.0 0
  105.693192 160.0 0
  105.983803 640.0 1
  106.953606 172.0 0
  107.39518 144.0 0
  108.07405899999999 132.0 0
  109.062607 196.0 0
  111.49061599999999 100.0 0
  114.922485 152.0 0
  115.998314 120.0 0
  116.481613 144.0 0
  118.375053 184.0 0
  118.721306 84.0 0
  120.21759 160.0 0
  120.85374499999999 92.0 0
  125.05832699999999 19.70476 0
  125.099176 124.0 0
  127.051598 628.0 1
  128.011459 60.0 0
  128.95301800000001 68.0 0
  129.29452500000002 44.0 0
  129.511398 8.001126 0
  130.354691 160.0 0
  131.265701 84.0 0
  132.577682 248.0 1
  133.063217 1808.0 4
  134.09170500000002 33.13158 0
  134.09504700000002 84.391457 0
  134.815842 236.0 0
  135.062027 200.0 0
  137.110352 120.0 0
  138.06874100000002 192.0 0
  139.73541300000002 96.0 0
  140.84942600000002 180.0 0
  141.394342 200.0 0
  143.089722 804.0 2
  143.313614 3.93962 0
  144.569397 56.0 0
  145.847168 124.0 0
  146.05748 4149.0 9
  146.74774200000002 240.0 0
  147.041794 6211.0 13
  147.352066 128.0 0
  147.373047 224.0 0
  148.034164 891.0 2
  148.07659900000002 172.0 0
  148.417694 92.0 0
  149.03212000000002 124.0 0
  149.797211 104.0 0
  155.26442 68.0 0
  157.187759 108.0 0
  158.532013 172.0 0
  159.821899 164.0 0
  159.95369 184.0 0
  160.77529900000002 156.0 0
  161.223969 112.0 0
  161.368896 160.0 0
  163.625565 172.0 0
  166.07392900000002 482207.0 999
  170.86720300000002 160.0 0
  172.434921 156.0 0
  173.750839 48.0 0
  174.06762700000002 120.0 0
  174.37591600000002 152.0 0
  175.011871 168.0 0
  176.03320300000001 144.0 0
  178.161224 152.0 0
  178.272308 148.0 0
  179.45562700000002 40.0 0
  179.95236200000002 108.0 0
  181.168015 96.0 0
  181.646667 52.0 0
  182.49594100000002 128.0 0
  182.51409900000002 180.0 0
  183.66656500000002 180.0 0
  186.28251600000002 176.0 0
  187.058243 1920.0 4
  187.611115 120.0 0
  188.108383 85660.0 177
  189.27397200000001 14.57795 0
  191.05072 156.0 0
  191.084 60.71629 0
  192.135712 6.868333 0
  193.371765 16.61458 0
  195.05976900000002 286.0 1
  195.80432100000002 96.0 0
  197.49653600000002 184.0 0
  199.54049700000002 48.0 0
  200.548401 148.0 0
  201.06311 120.0 0
  202.75666800000002 44.0 0
  202.96474600000002 148.0 0
  203.169601 52.0 0
  206.745499 6.125 0
  208.057938 184.0 0
  210.074417 203.0 0
  211.143265 296.0 1
  212.29478500000002 120.0 0
  212.610397 212.0 0
  213.414581 172.0 0
  216.64892600000002 160.0 0
  218.070938 664.0 1
  223.08891300000002 107.534401 0
  224.158386 116.0 0
  225.162674 106.3218 0
  226.305756 152.0 0
  227.07255600000002 288.0 1
  227.435577 140.0 0
  228.05590800000002 180.0 0
  231.735321 29.09524 0
  232.67639200000002 136.0 0
  233.100763 172.0 0
  233.54154300000002 164.0 0
  234.078384 17828.0 37
  234.952179 148.0 0
  235.319351 188.0 0
  236.11488300000002 2628.0 5
  243.210541 488.0 1
  246.553894 164.0 0
  246.77276600000002 256.0 1
  247.889282 140.0 0
  249.03903200000002 64.0 0
  250.31452900000002 52.0 0
  251.11582900000002 136.0 0
  253.075455 140.0 0
  253.606094 156.0 0
  256.115997 144.0 0
  256.647858 80.0 0
  263.25936199999995 260.0 1
  264.25210599999997 7.782407 0
  269.602844 5.257143 0
  270.11618 180.0 0
  271.876312 148.0 0
  281.13467399999996 136.0 0
  288.67004399999996 11645.500977 24
  291.607422 44.0 0
  295.108276 252.0 1
//
