ACCESSION: CCMSLIB00000078695
RECORD_TITLE: decoy
DATE: 2015.11.20
AUTHORS: Administrator
LICENSE: CC BY-SA
CH$NAME: decoy
CH$COMPOUND_CLASS: Natural Product
CH$FORMULA: C19H25NO4
CH$EXACT_MASS: 331.17835828
CH$SMILES: N/A
CH$IUPAC: decoy
CH$LINK: N/A
AC$INSTRUMENT: decoy
AC$INSTRUMENT_TYPE: decoy
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 10 V
MS$FOCUSED_ION: PRECURSOR_M/Z 332
MS$FOCUSED_ION: PRECURSOR_TYPE [M+H]+
PK$NUM_PEAK: 937
PK$PEAK: m/z int. rel.int.
  45.337925 188.0 0
  45.378605 144.0 0
  45.574814 160.0 0
  45.684441 196.0 0
  45.846809 172.0 0
  46.068882 168.0 0
  46.292015 128.0 0
  46.541993000000005 164.0 0
  47.002308 152.0 0
  47.816738 184.0 0
  47.846462 116.0 0
  48.421101 172.0 0
  49.01466 212.0 0
  49.093605000000004 184.0 0
  49.198883 112.0 0
  49.287861 156.0 0
  51.225006 44.0 0
  51.81315 192.0 0
  52.020622 192.0 0
  53.150791 208.0 0
  53.675343 132.0 0
  53.948929 188.0 0
  54.044464000000005 192.0 0
  54.390152 180.0 0
  54.608627 160.0 0
  54.880993000000004 176.0 0
  55.089706 184.0 0
  55.385769 196.0 0
  56.014786 176.0 0
  56.322201 148.0 0
  56.538624 184.0 0
  56.605911 140.0 0
  56.723309 44.0 0
  58.003819 184.0 0
  58.037895 200.0 0
  58.223015000000004 176.0 0
  58.237511000000005 152.0 0
  58.395687 156.0 0
  58.512398000000005 196.0 0
  59.600441000000004 160.0 0
  59.758266 212.0 0
  59.789631 184.0 0
  61.751518000000004 256.0 0
  62.495522 204.0 0
  62.989422000000005 216.0 0
  64.4142 200.0 0
  64.44355 184.0 0
  65.124229 140.0 0
  65.63345299999999 168.0 0
  65.673012 160.0 0
  65.845749 100.0 0
  66.30171999999999 140.0 0
  66.32350199999999 216.0 0
  67.732368 152.0 0
  68.615776 220.0 0
  69.10511799999999 184.0 0
  70.402931 168.0 0
  70.603203 192.0 0
  71.298965 160.0 0
  71.43216699999999 180.0 0
  72.13207999999999 80.0 0
  72.914406 204.0 0
  72.953003 200.0 0
  73.110878 128.0 0
  73.189903 11.00961 0
  73.56200399999999 168.0 0
  74.067482 116.0 0
  74.37010199999999 156.0 0
  74.52886199999999 156.0 0
  76.282196 140.0 0
  76.49241599999999 72.0 0
  76.701904 200.0 0
  77.272949 96.0 0
  77.29785899999999 192.0 0
  77.638359 120.0 0
  78.75608799999999 156.0 0
  79.407883 128.0 0
  79.522331 220.0 0
  79.533615 252.0 0
  79.949669 164.0 0
  79.95532299999999 256.0 0
  80.23687699999999 124.0 0
  80.34200299999999 208.0 0
  81.07919299999999 176.0 0
  81.59554299999999 168.0 0
  81.718498 236.0 0
  81.778954 180.0 0
  81.806862 160.0 0
  82.085228 168.0 0
  82.46316499999999 204.0 0
  82.758675 184.0 0
  83.258789 204.0 0
  83.291061 168.0 0
  83.318665 108.0 0
  83.829567 76.0 0
  84.066856 48.0 0
  84.340837 56.0 0
  84.74633 112.0 0
  85.604935 48.0 0
  85.64053299999999 180.0 0
  85.81058499999999 168.0 0
  86.086395 160.0 0
  86.31321 200.0 0
  86.794815 204.0 0
  87.41349 148.0 0
  87.553986 244.0 0
  87.641273 196.0 0
  87.87495399999999 168.0 0
  88.28823899999999 184.0 0
  88.300789 180.0 0
  88.978973 164.0 0
  89.189644 104.0 0
  89.537033 196.0 0
  89.597961 144.0 0
  89.61226699999999 188.0 0
  90.16072799999999 92.0 0
  91.310913 136.0 0
  91.456032 152.0 0
  91.96266899999999 188.0 0
  92.060074 144.0 0
  92.074936 144.0 0
  92.22112299999999 156.0 0
  92.35889399999999 148.0 0
  92.75181599999999 176.0 0
  92.98093399999999 152.0 0
  93.120148 180.0 0
  93.54952999999999 160.0 0
  93.61541 144.0 0
  93.87763199999999 180.0 0
  94.01587699999999 196.0 0
  94.49649 184.0 0
  94.57592 232.0 0
  94.69942499999999 176.0 0
  95.357643 48.0 0
  95.42276799999999 44.0 0
  95.43736299999999 240.0 0
  95.60215799999999 188.0 0
  96.040352 132.0 0
  96.155609 176.0 0
  96.402672 200.0 0
  96.58640299999999 144.0 0
  96.852982 172.0 0
  96.877403 140.0 0
  97.5662 136.0 0
  98.20897699999999 132.0 0
  98.285187 232.0 0
  98.879211 184.0 0
  99.167656 100.0 0
